input_name,variation,target_script,label
Zahra Nour Sami Al-Tikriti,زهر نور سمير تكرتي,arab,0
Arjun Rajesh Kapoor,أرجون راجيش كابور,arab,1
Omar Hadi Saleh Al-Majid,عمر هادي صالح الماجد,arab,1
Meena Kumari Sharma,مين كمري شورما,arab,0
Igor Alexei Volkov,إيغر ألكس فولكف,arab,0
Amr Khaled Zaid Al-Hamdani,عمرو خالد زيد الهمداني,arab,1
Ahmad,أخمد,arab,0
Sophie,سافي,arab,0
Мария,مريا,arab,0
Vikram,فيكرم,arab,0
Nour,نار,arab,0
Hiroshi,هيروشي,arab,1
Amina,أمينة,arab,1
Youssef Sami,ياسر سمي,arab,0
Sanaa Hadi,سنا هدي,arab,0
Arjun Singh,أرجن سين,arab,0
Zaid Omar,زيد عمر,arab,1
Hadi Saleh,هاد صليح,arab,0
Anna Sokolov,آنا سوكولوف,arab,1
Rami Khalil,رام خلي,arab,0
Priya Sharma,بريا شارما,arab,1
Aisha Hassan,عشا حسين,arab,0
Sophie Dubois,سافي ديبوس,arab,0
Мария Смирнова,ماريа سميرنوفا,arab,1
Rana Khaled Mostafa,رانا خالد مصطفى,arab,1
Ahmed Sami Nasser,أحمد سامي ناصر,arab,1
Анна Иванова,أنن إيفان,arab,0
Sofia Rossi,سافيو روس,arab,0
Hassan Omar Farooq,حسن عمر فاروق,arab,1
فاطمة الزهراء,فطيم زهرا,arab,0
Aisha Hassan,عائشة حسن,arab,1
Zainab Fatima Mousa Al-Hashimi,زين فطمه موسي هاشمي,arab,0
Husam Muhammad Amin Yassin,حسيم محمود أمين ياسر,arab,0
Aziz Salih Numan,عزاز صليح نومن,arab,0
Anna Maria Ivanova,أنن مري إيفان,arab,0
王强,وانغ تشيانغ,arab,1
陈晓,تشين شياو,arab,1
陈晓,شين شاو,arab,0
张伟,جانغ وي,arab,1
张伟,زينج وا,arab,0
李娜,لي نا,arab,1
李娜,لو نن,arab,0
刘洋,ليو يانغ,arab,1
刘洋,لو ينغ,arab,0
赵敏,جاو مين,arab,1
赵敏,زا مين,arab,0
杨磊,يانغ لي,arab,1
杨磊,ينغ لا,arab,0
孙芳,سون فانغ,arab,1
孙芳,سين فان,arab,0
徐静,شو جينغ,arab,1
徐静,شي جين,arab,0
周杰,جو جيه,arab,1
周杰,جي جو,arab,0
林峰,لين فينغ,arab,1
林峰,لن فين,arab,0
吴迪,وو دي,arab,1
吴迪,وي دا,arab,0
马丽,ما لي,arab,1
马丽,مي لا,arab,0
黄勇,هوانغ يونغ,arab,1
黄勇,هون يانغ,arab,0
冯涛,فينغ تاو,arab,1
冯涛,فانغ تو,arab,0
谢宁,شيه نينغ,arab,1
谢宁,شي نين,arab,0
梁晨,ليانغ تشين,arab,1
梁晨,لينغ شين,arab,0
魏华,وي هوا,arab,1
魏华,وا هو,arab,0
Fatoumata Diallo,فاطوماتا ديالو,arab,1
Fatoumata Diallo,فطم ديلو,arab,0
Adewale Ogunleye,أديوالي أوغونليي,arab,1
Adewale Ogunleye,أدوال أغنلي,arab,0
Chukwuemeka Nwosu,تشوكويميكا نووسو,arab,1
Chukwuemeka Nwosu,تشكوميك نوسو,arab,0
Wanjiku Mwangi,وانجيكو موانجي,arab,1
Wanjiku Mwangi,ونجيك مونجي,arab,0
Tadesse Bekele,تاديسي بيكيلي,arab,1
Tadesse Bekele,تدسي بكيل,arab,0
Sanjay Kumar Gupta,سانجاي كومار غوبتا,arab,1
Sanjay Kumar Gupta,سانجي كمر غبتا,arab,0
Deepika Singh,ديبيكا سينغ,arab,1
Deepika Singh,ديبك سين,arab,0
Arundhati Roy,أروندهاتي روي,arab,1
Arundhati Roy,أرند روي,arab,0
Priyanka Das,بريانكا داس,arab,1
Priyanka Das,برينك دس,arab,0
Ravi Shankar,رافي شانكار,arab,1
Ravi Shankar,راف شانكر,arab,0
Nguyen Thi Minh,نغوين ثي مينه,arab,1
Nguyen Thi Minh,نغين ثي منه,arab,0
Tran Van Duc,تران فان دوك,arab,1
Tran Van Duc,ترن فان دك,arab,0
Somsak Chaiyaporn,سومساك تشايابورن,arab,1
Somsak Chaiyaporn,سومسك تشيبورن,arab,0
Nur Aisyah,نور عائشة,arab,1
Nur Aisyah,نر عشا,arab,0
Dimitris Papadopoulos,ديميتريس بابادوبولوس,arab,1
Dimitris Papadopoulos,ديمتر بابادوبلس,arab,0
Freya Nilsen,فريا نيلسن,arab,1
Freya Nilsen,فري نلسن,arab,0
Siobhan O’Connor,شيفان أوكونور,arab,1
Siobhan O’Connor,شفن أكونر,arab,0
Mateo Garcia Lopez,ماتيو غارسيا لوبيز,arab,1
Mateo Garcia Lopez,ماتو غرس لوبز,arab,0
Isabela Santos,إيزابيلا سانتوس,arab,1
Isabela Santos,إزبيلا سانتس,arab,0
Xochitl Morales,شوتشيتل موراليس,arab,1
Xochitl Morales,شوشتل مورلس,arab,0
Farhad Hosseini,فرهاد حسيني,arab,1
Farhad Hosseini,فرهد حسين,arab,0
Rojin Barzani,روجين بارزاني,arab,1
Rojin Barzani,رجن برزاني,arab,0
Eylül Yılmaz,إيلول يلماز,arab,1
Eylül Yılmaz,إيلل يلمز,arab,0
Hiroto Suzuki,هيروتو سوزوكي,arab,1
Hiroto Suzuki,هيرتو سزوكي,arab,0
Min-Ji Kim,مين جي كيم,arab,1
Min-Ji Kim,من جي كم,arab,0
Afolabi,أفولابي,arab,1
Afolabi,أفلابي,arab,0
Wanjiku,وانجيكو,arab,1
Wanjiku,ونجيك,arab,0
Sanjay,سانجاي,arab,1
Sanjay,سانجي,arab,0
Nguyen,نغوين,arab,1
Nguyen,نغين,arab,0
Dimitris,ديميتريس,arab,1
Dimitris,ديمتر,arab,0
Freya,فريا,arab,1
Freya,فري,arab,0
Mateo,ماتيو,arab,1
Mateo,ماتو,arab,0
Farhad,فرهاد,arab,1
Farhad,فرهد,arab,0
Min-Ji,مين جي,arab,1
Min-Ji,من جي,arab,0
Khadija Ndiaye,خديجة ندياي,arab,1
Khadija Ndiaye,خدج ندي,arab,0
Olumide Adebayo,أولوميدي أديبايو,arab,1
Olumide Adebayo,ألميد أدباي,arab,0
Amina Keita,أمينة كيتا,arab,1
Amina Keita,أمن كيت,arab,0
Zawadi Kamau,زوادي كاماو,arab,1
Zawadi Kamau,زواد كمو,arab,0
Tewodros Asfaw,تيودروس أسفاو,arab,1
Tewodros Asfaw,تيودرس أسفو,arab,0
Anirudh Chatterjee,أنيروده تشاتيرجي,arab,1
Anirudh Chatterjee,أنرود تشترجي,arab,0
Shalini Menon,شاليني مينون,arab,1
Shalini Menon,شلني منون,arab,0
Vivek Nair,فيفيك ناير,arab,1
Vivek Nair,فيفك نير,arab,0
Soham Banerjee,سوهام بانيرجي,arab,1
Soham Banerjee,سوهم بانرجي,arab,0
Supriya Ghosh,سوبريا غوش,arab,1
Supriya Ghosh,سبريا غش,arab,0
Phan Thi Lan,فان ثي لان,arab,1
Phan Thi Lan,فن ثي لن,arab,0
Boonchai Srisuk,بونتشاي سريسوك,arab,1
Boonchai Srisuk,بونشي سرسوك,arab,0
Aisyah Binti Ismail,عائشة بنت إسماعيل,arab,1
Aisyah Binti Ismail,عشا بنت سماعيل,arab,0
Nikolas Stavros,نيكولاس ستافروس,arab,1
Nikolas Stavros,نيكلس ستفروس,arab,0
Ingrid Larsen,إنغريد لارسن,arab,1
Ingrid Larsen,إنغرد لرسن,arab,0
Cillian Murphy,سيليان ميرفي,arab,1
Cillian Murphy,سلن مرفي,arab,0
Sofia Alvarez,صوفيا ألفاريز,arab,1
Sofia Alvarez,سفيا ألفرز,arab,0
Diego Vargas,دييغو فارغاس,arab,1
Diego Vargas,ديغ فارغس,arab,0
Nayeli Quispe,ناييلي كيسباي,arab,1
Nayeli Quispe,نايل كسبي,arab,0
Saeed Jafari,سعيد جعفري,arab,1
Saeed Jafari,سيد جفري,arab,0
Shilan Hassan,شيلان حسان,arab,1
Shilan Hassan,شلن حسين,arab,0
Burak Demir,بوراك ديمير,arab,1
Burak Demir,براك دمر,arab,0
Yuki Nakamura,يوكي ناكامورا,arab,1
Yuki Nakamura,يوك ناكمورا,arab,0
Ji-Hoon Park,جي هون بارك,arab,1
Ji-Hoon Park,جي هن برك,arab,0
Khadija,خديجة,arab,1
Khadija,خدج,arab,0
Olumide,أولوميدي,arab,1
Olumide,ألميد,arab,0
Zawadi,زوادي,arab,1
Zawadi,زواد,arab,0
Anirudh,أنيروده,arab,1
Anirudh,أنرود,arab,0
Shalini,شاليني,arab,1
Shalini,شلني,arab,0
Phan,فان,arab,1
Phan,فن,arab,0
Boonchai,بونتشاي,arab,1
Boonchai,بونشي,arab,0
Nikolas,نيكولاس,arab,1
Nikolas,نيكلس,arab,0
Ingrid,إنغريد,arab,1
Ingrid,إنغرد,arab,0
Sofia,صوفيا,arab,1
Sofia,سفيا,arab,0
Saeed,سعيد,arab,1
Saeed,سيد,arab,0
Yuki,يوكي,arab,1
Yuki,يوك,arab,0
Ji-Hoon,جي هون,arab,1
Ji-Hoon,جي هن,arab,0
Adjoa Mensah,أدجوا منساه,arab,1
Adjoa Mensah,أدجو منسه,arab,0
Babatunde Oladipo,باباتوندي أولاديبو,arab,1
Babatunde Oladipo,باباتند ألديبو,arab,0
Mekdes Abebe,ميكديس أبيبي,arab,1
Mekdes Abebe,مكدس أبيب,arab,0
Kipchoge Keino,كيبتشوغي كينو,arab,1
Kipchoge Keino,كيبشوغ كين,arab,0
Tanvi Sharma,تانفي شارما,arab,1
Tanvi Sharma,تنفي شورما,arab,0
Rohan Malik,روهان مالك,arab,1
Rohan Malik,رهن ملك,arab,0
Lakshmi Nair,لاكشمي ناير,arab,1
Lakshmi Nair,لكشمي نير,arab,0
Arpita Sen,أربيتا سين,arab,1
Arpita Sen,أربت سين,arab,0
Chaiya Suparat,تشايا سوفارات,arab,1
Chaiya Suparat,تشيا سوفرات,arab,0
Le Thi Hoa,لي ثي هوا,arab,1
Le Thi Hoa,لو ثي هو,arab,0
Amirul Hakim,أميرول حكيم,arab,1
Amirul Hakim,أمرل حكم,arab,0
Eleni Georgiou,إيليني جورجيو,arab,1
Eleni Georgiou,إلني جورجو,arab,0
Bjorn Eriksson,بيورن إريكسون,arab,1
Bjorn Eriksson,بيور إركسون,arab,0
Fionnuala Brennan,فيونوالا برينان,arab,1
Fionnuala Brennan,فيونلا برنان,arab,0
Juan Pablo Morales,خوان بابلو موراليس,arab,1
Juan Pablo Morales,خون ببلو مورلس,arab,0
Clara Ferreira,كلارا فيريرا,arab,1
Clara Ferreira,كلرا فريرا,arab,0
Tupac Huaman,توباك هوامان,arab,1
Tupac Huaman,توبك هومن,arab,0
Nima Rahimi,نيما رحيمي,arab,1
Nima Rahimi,نيم رحمي,arab,0
Zana Omar,زانا عمر,arab,1
Zana Omar,زن عمر,arab,0
Cem Öztürk,جيم أوزتورك,arab,1
Cem Öztürk,جم أزترك,arab,0
Kaori Takahashi,كاوري تاكاهاشي,arab,1
Kaori Takahashi,كوري تكاهاشي,arab,0
Soo-Yeon Lee,سو يون لي,arab,1
Soo-Yeon Lee,سو ين لي,arab,0
Adjoa,أدجوا,arab,1
Adjoa,أدجو,arab,0
Babatunde,باباتوندي,arab,1
Babatunde,باباتند,arab,0
Mekdes,ميكديس,arab,1
Mekdes,مكدس,arab,0
Kipchoge,كيبتشوغي,arab,1
Kipchoge,كيبشوغ,arab,0
Tanvi,تانفي,arab,1
Tanvi,تنفي,arab,0
Rohan,روهان,arab,1
Rohan,رهن,arab,0
Lakshmi,لاكشمي,arab,1
Lakshmi,لكشمي,arab,0
Chaiya,تشايا,arab,1
Chaiya,تشيا,arab,0
Amirul,أميرول,arab,1
Amirul,أمرل,arab,0
Eleni,إيليني,arab,1
Eleni,إلني,arab,0
Bjorn,بيورن,arab,1
Bjorn,بيور,arab,0
Fionnuala,فيونوالا,arab,1
Fionnuala,فيونلا,arab,0
Juan,خوان,arab,1
Juan,خون,arab,0
Clara,كلارا,arab,1
Clara,كلرا,arab,0
Tupac,توباك,arab,1
Tupac,توبك,arab,0
Nima,نيما,arab,1
Nima,نيم,arab,0
Zana,زانا,arab,1
Zana,زن,arab,0
Cem,جيم,arab,1
Cem,جم,arab,0
Kaori,كاوري,arab,1
Kaori,كوري,arab,0
Soo-Yeon,سو يون,arab,1
Soo-Yeon,سو ين,arab,0
Imani Osei,إيماني أوسي,arab,1
Imani Osei,إيمن أوسي,arab,0
Efe Yılmaz,إيفي يلماز,arab,1
Efe Yılmaz,إيف يلمز,arab,0
Abebech Tesfaye,أبيبيتش تيسفاي,arab,1
Abebech Tesfaye,أبيبش تسفاي,arab,0
Nia Kamau,نيا كاماو,arab,1
Nia Kamau,ني كمو,arab,0
Devika Pillai,ديفيكا بيلاي,arab,1
Devika Pillai,ديفك بلاي,arab,0
Siddharth Bose,سيدهارث بوس,arab,1
Siddharth Bose,سدهرث بوس,arab,0
Nattapong Wongchai,ناتابونغ وونغتشاي,arab,1
Nattapong Wongchai,ناتبونغ ونغشاي,arab,0
Hoang Minh Tuan,هوانغ مينه توان,arab,1
Hoang Minh Tuan,هونغ منه تون,arab,0
Zainab Binti Ahmad,زينب بنت أحمد,arab,1
Zainab Binti Ahmad,زين بنت أخمد,arab,0
Kyriakos Mitsotakis,كيرياكوس ميتسوتاكيس,arab,1
Kyriakos Mitsotakis,كيريكس متستكس,arab,0
Solveig Hansen,سولفيغ هانسن,arab,1
Solveig Hansen,سلفيغ هنسن,arab,0
Rory McGrath,روري مكغراث,arab,1
Rory McGrath,رري مكغرث,arab,0
Luciana Ribeiro,لوسيانا ريبيرو,arab,1
Luciana Ribeiro,لوسنا ربيرو,arab,0
Mateo Quispe,ماتيو كيسباي,arab,1
Mateo Quispe,ماتو كسبي,arab,0
Parisa Ghaffari,باريسا غفاري,arab,1
Parisa Ghaffari,برسا غفري,arab,0
Haval Jalal,هافال جلال,arab,1
Haval Jalal,هفل جلیل,arab,0
Emre Can,إمري جان,arab,1
Emre Can,إمري كن,arab,0
Sakura Yamamoto,ساكورا ياماموتو,arab,1
Sakura Yamamoto,سكرا يمموتو,arab,0
Hye-Jin Choi,هيي جين تشوي,arab,1
Hye-Jin Choi,هي جن شوي,arab,0
